UNITID,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 
105349,1948,480,1948,480,9371,480,2428,9851,5500,5500
105367,11064,640,11064,640,11064,640,.,.,.,.
105428,2040,30,2040,30,7824,30,2070,7854,8532,8532
105525,2088,162,2088,162,7404,162,2250,7566,3084,3084
105589,31944,1665,31944,1665,31944,1665,33669,33669,1923,1923
105668,2040,30,2040,30,7824,30,2070,7854,5280,5280
105747,2040,30,2040,30,7824,30,2070,7854,8532,8532
105792,2040,30,2040,30,7824,30,2070,7854,8532,8532
105899,27500,1750,27500,1750,27500,1750,29250,29250,6000,6200
106148,2600,0,2600,0,9332,0,2600,9332,2306,2306
106245,6495,3017,6495,3017,18750,3017,8366,18957,7793,5674
106263,6708,1528,6708,1528,14448,1528,.,.,.,.
106306,8760,0,8760,0,8760,0,8760,8760,4474,4474
106342,28550,865,28550,865,28550,865,29415,29415,2000,2500
106397,7568,1816,7568,1816,24056,1816,9384,25872,4362,4362
106412,5130,2934,5130,2934,11640,2934,8248,14908,4574,4574
106449,2448,480,2448,480,4176,480,2928,4656,8035,8035
106458,5232,2083,5232,2083,10800,2083,7315,12883,5970,5111
106467,5568,2100,5568,2100,11136,2100,7668,13236,4324,4324
106485,4779,3130,4779,3130,10629,3130,7909,13759,4986,4986
106546,9710,2040,9710,2040,9710,2040,11750,11750,8874,8874
106625,2822,1813,2822,1813,5054,1814,4118,6350,4465,4465
106704,6810,2528,6810,2528,13620,2528,9338,16148,5584,5584
106713,15600,1500,15600,1500,15600,1500,17100,17100,2572,2572
106795,2220,1350,2610,1350,3060,1350,3960,4410,6317,4466
106810,12650,2450,12650,2450,12650,2450,15100,15100,3200,5900
106883,2580,345,2880,345,3450,354,3225,3804,4870,4770
106980,2700,1850,3000,2000,4110,2120,5000,6230,4668,2346
106999,1776,750,2100,750,2688,750,2862,3438,8073,8073
107044,21000,540,21000,540,21000,540,21540,21540,3280,3280
107071,5760,1632,5760,1632,7680,1632,7392,9312,7500,7500
107080,49140,350,49140,350,49140,350,49490,49490,2900,3100
107141,27048,1240,27048,1240,27048,1240,28288,28288,2850,2850
107318,2280,514,2760,514,3720,514,3226,4186,4533,4936
107327,2016,358,2296,358,3696,358,2654,4054,4836,4836
107460,2220,870,2970,870,5070,870,3840,5940,7674,6475
107488,1890,305,1890,305,1890,305,2326,2326,2000,1100
107512,28480,640,28480,640,28480,640,29120,29120,4200,3550
107521,2448,1010,2448,1010,4872,1010,3458,5882,5432,2126
107549,2160,844,2160,844,4512,844,3004,5356,5540,4300
107558,24950,1000,24950,1000,24950,1000,25950,25950,2400,2400
107585,2208,1008,2448,1008,3120,1008,3456,4128,7874,5906
107600,11804,1210,11804,1210,11804,1210,13014,13014,4958,4958
107619,2190,830,2580,830,4080,830,3410,4910,5700,5250
107637,2880,975,2880,975,5760,975,3855,6735,4737,3936
107664,4020,1650,4020,1650,5250,1650,5670,6900,7876,7876
107725,2040,940,2310,940,3360,940,3250,4300,6545,4566
107743,1992,1080,2328,1080,2568,1080,3408,3648,4923,4140
107840,4200,1396,4200,1396,4200,1396,5596,5596,5968,3664
107877,17100,1400,17100,1400,17100,1400,18500,18500,3730,3730
107974,2016,684,2328,684,4128,684,3012,4812,7085,5123
107983,6420,2660,6420,2660,11460,2660,9080,14120,7725,6702
107992,3240,1350,3240,1350,4680,1350,4571,6417,10910,6870
108092,4104,1650,4104,1650,11376,1650,5754,13026,5430,5430
108232,24264,400,24264,400,24264,400,24664,24664,4754,4276
108269,.,.,.,.,.,.,.,.,.,.
108667,1104,63,1104,63,7464,231,1167,7527,6736,6736
108807,1104,42,1104,42,7440,42,1188,7482,4163,4163
108852,36480,750,36480,750,36480,750,37230,37230,6890,6300
108861,.,.,.,.,.,.,.,.,.,.
108870,.,.,.,.,.,.,.,.,.,.
109086,30235,221,30235,221,30235,221,30800,30800,5706,5706
109208,0,1288,0,1288,8472,1288,1288,9760,5062,4504
109350,1104,20,1104,20,6960,20,1124,6980,2800,4614
109651,45776,710,45776,710,45776,710,46486,46486,6492,6492
109785,40830,580,40830,580,40830,580,41410,41410,4742,4264
109819,1380,38,1380,38,9870,38,1418,9908,4642,4163
109907,1104,0,1104,0,7464,0,1104,8088,4642,4163
110060,6680,200,6680,200,6680,200,6580,6580,6867,4806
110097,43512,0,43512,0,43512,0,43512,43512,3716,3716
110219,11734,25,11734,25,11734,25,11755,11755,4000,4615
110246,1104,264,1104,264,7824,264,1368,8088,3142,3142
110316,20500,480,20500,480,20500,480,.,.,.,.
110334,1104,166,1104,166,7464,166,1270,7630,3996,3564
110361,33930,2290,33930,2290,33930,2290,36340,36340,4722,4242
110370,50592,545,50592,545,50592,545,51137,51137,4160,4400
110398,.,.,.,.,.,.,.,.,.,.
110404,54570,2292,54570,2292,54570,2292,56862,56862,4641,4164
110413,45500,482,45500,482,45500,482,45982,45982,4735,4258
110422,5742,4329,5742,4329,17622,8349,10071,25971,2190,2190
110468,15288,360,15288,360,15288,360,13680,13680,5268,5348
110486,5742,1757,5742,1757,17622,1757,7498,19378,4364,3976
110495,5742,1860,5742,1860,17622,1860,7584,19464,3786,3600
110510,5742,1256,5742,1256,17622,1256,6952,18832,3962,3310
110529,5742,1697,5742,1697,17622,1697,7438,19318,3781,4074
110538,5742,2122,5742,2122,17622,2122,7864,19744,2598,3352
110547,5742,1204,5742,1204,17622,1204,6941,18821,5740,4370
110556,5742,901,5742,901,17622,901,6643,18523,4098,3807
110565,5742,1212,5742,1212,17622,1212,6953,18833,4864,4170
110574,5742,1148,5742,1148,17622,1148,6890,18770,5134,4138
110583,5742,1104,5742,1104,17622,1104,6834,18714,3798,3300
110592,5742,1043,5742,1043,17622,1043,6781,18661,5269,3582
110608,5742,1275,5742,1275,17622,1275,7017,18897,4338,4022
110617,5742,1676,5742,1676,17622,1676,7418,19298,3944,4174
110635,11442,2870,11442,2870,41196,2870,14312,44066,5874,14084
110644,11442,3155,11442,3155,41196,3155,14597,44351,5073,13260
110653,11442,2311,11442,2311,41196,2311,13753,43507,5116,12466
110662,11442,1807,11442,1807,41196,1807,13249,43003,5284,13154
110671,11442,2417,11442,2417,41196,2417,14024,43778,3147,10552
110680,11442,3206,11442,3206,41196,3206,14648,44402,4900,12624
110699,.,.,.,.,.,.,.,.,.,.
110705,11442,2964,11442,2964,41196,2964,14406,44160,5916,13986
110714,11442,2583,11442,2583,41196,2583,14025,43779,5602,13467
110778,15750,500,15750,500,15750,500,.,.,.,.
110918,9360,690,9360,690,9360,690,10050,10050,5723,7515
111045,6500,360,6500,360,6500,360,6860,6860,600,600
111081,52850,616,52850,616,52850,616,53466,53466,7656,7656
111188,5742,1374,5742,1374,17622,1374,7160,19040,8597,8643
111391,.,.,.,.,.,.,.,.,.,.
111434,1288,74,1288,74,8932,74,1362,9006,5274,4698
111461,1104,52,1104,52,7752,52,1156,7804,4642,4163
111887,1346,58,1346,58,9968,58,1404,10026,4642,4164
111896,1380,2,1380,2,9870,2,1382,9872,4642,4163
111920,1104,46,1104,46,8064,46,1150,8110,5242,4683
111939,1104,76,1104,76,8448,76,1180,8524,4642,4642
111948,56830,384,56830,384,56830,384,57214,57214,4570,4570
111966,13050,130,13050,130,13050,130,14002,14002,4642,4642
112075,37250,750,37250,750,37250,750,38000,38000,4750,4300
112084,23022,1188,23022,1188,23022,1188,33312,33312,4642,4162
112127,.,.,.,.,.,.,.,.,.,.
112172,1104,90,1104,90,8472,90,1194,8562,5244,4698
112190,0,1165,0,1165,7152,1165,1165,8317,3784,3784
112251,.,.,.,.,.,.,.,.,.,.
112260,56190,285,56190,285,56190,285,56475,56475,2130,6130
112385,1104,56,1104,56,7200,56,1160,7256,4642,4163
112394,20784,1000,20784,1000,20784,1000,21784,21784,4120,3696
112525,.,.,.,.,.,.,.,.,.,.
112561,1196,74,1196,74,7464,74,1270,7538,4682,4124
112570,25680,495,25680,495,25680,495,26175,26175,4635,4635
112686,1104,38,1104,38,5904,38,1142,8102,10058,10058
112826,1288,24,1288,24,8304,24,1312,8328,5328,4788
113096,0,1288,0,1288,8472,1288,1288,9760,5062,4504
113111,1104,74,1104,74,8424,74,1178,8498,5045,3225
113193,1288,50,1288,50,8848,50,1338,8898,5274,4724
113218,1288,52,1288,52,8512,52,1340,8564,4500,4200
113236,1104,42,1104,42,8856,42,1146,8898,5423,4781
113333,1395,166,1395,166,10080,166,1561,10246,5274,5274
113537,12600,800,12600,800,12600,800,13400,13400,2210,2210
113573,1345,38,1345,38,8905,38,1383,8943,4642,4163
113582,25500,10,25500,10,25500,10,25649,25649,4642,4163
113634,1288,24,1288,24,8304,24,1312,8328,5328,4788
113698,47190,720,47190,720,47190,720,47910,47910,4714,4235
113704,.,.,.,.,.,.,.,.,.,.
113856,1196,42,1196,42,8528,42,1238,8570,4642,4163
113980,1104,40,1104,40,7560,40,1144,7600,4635,4158
114114,.,.,.,.,.,.,.,.,.,.
114266,1364,84,1364,84,9044,84,1448,9128,5508,4779
114354,31275,1370,31275,1370,31275,1370,32645,32645,4642,4163
114390,31275,1370,31275,1370,31275,1370,32645,32645,4642,4163
114433,1380,85,1380,85,9780,85,1465,9865,3784,3225
114549,.,.,.,.,.,.,.,.,.,.
114585,.,.,.,.,.,.,.,.,.,.
114716,1395,168,1395,168,10080,168,1563,10248,5274,5274
114734,.,.,.,.,.,.,.,.,.,.
114789,1104,200,1104,200,8064,200,1304,8264,4413,4413
114813,32954,498,32954,498,32954,498,33452,33452,3784,3225
114840,.,.,.,.,.,.,.,.,.,.
114859,1104,50,1104,50,7464,50,1154,7514,5873,5873
114938,1104,62,1104,62,7152,62,1166,7214,4668,4698
115001,1104,67,1104,67,7464,67,1175,7535,3784,3226
115083,12456,255,12456,255,12456,255,.,.,.,.
115126,1104,82,1104,82,8304,82,1186,8386,4642,4163
115214,.,.,.,.,.,.,.,.,.,.
115296,1288,44,1288,44,8512,44,1332,8556,4500,4200
115393,1380,20,1380,20,8940,20,1400,8960,4642,4163
115409,58359,301,58359,301,58359,301,58660,58660,.,.
115728,40368,536,40368,536,40368,536,40904,40904,4642,4163
115746,.,.,.,.,.,.,.,.,.,.
115755,5742,2122,5742,2122,17622,2122,7858,19738,3300,3300
115773,14580,0,14580,0,14580,0,14580,14580,4642,4163
115861,1104,22,1104,22,6024,22,1126,6046,4477,4400
116226,19950,300,19950,300,19950,300,20250,20250,5274,5274
116439,1104,42,1104,42,8304,42,1146,8346,4328,4328
116712,8500,0,8500,0,8500,0,8500,8500,6400,5764
116846,31394,1010,31394,1010,31394,1010,32404,32404,4642,4163
117052,1104,200,1104,200,8064,200,1304,8264,4413,4413
117104,16584,850,16584,850,16584,850,17434,17434,4742,4263
117140,44700,1150,44700,1150,44700,1150,45850,45850,4712,4232
117168,32600,0,32600,0,32600,0,32600,32600,5274,4701
117195,1116,15,1116,15,8064,15,1131,8079,5274,4698
117247,1104,63,1104,63,7464,231,1167,7527,6736,6736
117274,1104,23,1104,23,7824,23,1127,7847,4642,4164
117283,6000,1200,6000,1200,6000,1200,7200,7200,400,400
117520,.,.,.,.,.,.,.,.,.,.
117557,10920,470,10920,470,10920,470,11390,11390,1800,1200
117575,15588,1296,15588,1296,15588,1296,16884,16884,4642,4163
117627,33228,990,33228,990,33228,990,35208,35208,5524,6705
117636,32400,3600,32400,3600,32400,3600,.,.,.,.
117645,1472,84,1472,84,10374,770,1556,11144,5274,4698
117672,16200,840,16200,840,16200,840,.,.,.,.
117690,1196,42,1196,42,8528,42,1238,8570,4642,4163
117706,1196,42,1196,42,8528,42,1238,8570,4642,4163
117715,1196,42,1196,42,8528,42,1238,8570,4642,4163
117724,1196,42,1196,42,8528,42,1238,8570,4642,4163
117733,1196,42,1196,42,8528,42,1238,8570,4642,4163
117751,27950,790,27950,790,27950,790,28740,28740,3784,3226
117788,1196,42,1196,42,8528,42,1238,8570,4642,4163
117803,4800,250,4800,250,4800,250,.,.,.,.
117867,1196,42,1196,42,8528,42,1238,8570,4642,4163
117894,1288,24,1288,24,8304,24,1312,8328,5328,4788
117946,51820,757,51820,757,51820,757,52977,52977,4642,4163
118347,1380,114,1380,114,9750,114,1494,9864,5274,4698
118541,35158,1750,35158,1750,35158,1750,36908,36908,2824,2756
118684,1380,46,1380,46,7950,46,1426,7996,4642,4163
118693,45050,810,45050,810,45050,810,45860,45860,5220,5220
118718,1104,76,1104,76,6264,76,1180,6340,5274,4698
118772,1104,63,1104,63,7464,231,1167,7527,6736,6736
118888,29340,1430,29340,1430,29340,1430,30770,30770,4178,4178
118912,1104,48,1104,48,8064,48,1152,8112,4636,4160
118930,1104,96,1104,96,6360,96,1200,6456,5274,5274
118976,1104,74,1104,74,7464,74,1270,7538,4682,4124
119058,42634,170,42634,170,42634,170,.,.,.,.
119067,1104,74,1104,74,8064,74,1178,8138,3910,4458
119137,1340,54,1340,54,7344,54,1394,7398,5130,4698
119164,1288,62,1288,62,10528,62,1350,10590,4642,4163
119173,43224,1250,43224,1250,43224,1250,44474,44474,6164,6164
119216,1380,26,1380,26,11250,26,1406,11276,4324,4474
119270,24525,800,24525,800,24525,800,24795,24795,4647,4266
119331,1104,46,1104,46,7464,46,1150,7510,4635,4158
119605,13320,0,13320,0,13320,0,13320,13320,4642,4176
119678,.,.,.,.,.,.,.,.,.,.
119775,28827,600,28827,600,28827,600,29427,29427,10602,9540
120166,7920,800,7920,800,7920,800,8720,8720,3000,3100
120184,37394,290,37394,290,37394,290,.,.,.,.
120254,55980,596,55980,596,55980,596,56576,56576,.,.
120290,1104,92,1104,92,6960,92,1196,7052,4524,4524
120342,1104,84,1104,84,7728,84,1188,7812,4642,4163
120403,46500,3180,46500,3180,46500,3180,49680,49680,3268,3268
120421,1340,54,1340,54,7344,54,1394,7398,5130,4698
120537,33250,1200,33250,1200,33250,1200,34450,34450,4642,4163
120698,17627,5353,17627,5353,17627,5353,.,.,.,.
120768,11482,210,11482,210,11482,210,11692,11692,7504,7504
120795,.,.,.,.,.,.,.,.,.,.
120838,12420,540,12420,540,12420,540,12960,12960,2700,2700
120865,31101,915,31101,915,31101,915,32016,32016,4642,4165
120883,50370,724,50370,724,50370,724,51094,51094,4642,4136
120953,1380,0,1380,0,10080,0,1288,9408,3784,8780
120971,1288,56,1288,56,9548,56,1344,9604,4642,4162
121044,1104,64,1104,64,7488,64,1212,7476,4642,4163
121150,57750,252,57750,252,57750,252,58002,58002,2500,2500
121257,55734,144,55734,144,55734,144,55878,55878,1300,3815
121275,17125,110,17125,110,17125,110,17235,17235,4903,13204
121309,37600,700,37600,700,37600,700,38300,38300,4642,4164
121345,54380,394,54380,394,54380,394,54774,54774,1500,1500
121363,1380,29,1380,29,9870,29,1409,9899,4642,4163
121619,1104,56,1104,56,8904,56,1160,8960,5076,4516
121628,.,.,.,.,.,.,.,.,.,.
121691,52150,350,52150,350,52150,350,52500,52500,2934,4164
121707,1104,43,1104,43,8088,43,1147,8131,3454,3256
121886,1288,72,1288,72,8707,72,1360,8779,4642,4163
121901,1380,40,1380,40,9330,40,1420,9370,4642,4164
122117,7440,398,7440,398,7440,398,.,.,.,.
122180,0,1288,0,1288,8472,1288,1288,9760,5062,4504
122205,1288,42,1288,42,9352,42,1330,9394,4642,4642
122296,49125,2210,49125,2210,49125,2210,.,.,.,.
122339,1101,40,1104,40,7440,40,1144,7480,4239,4374
122375,1104,40,1104,40,8064,40,1144,8104,4082,4162
122384,1104,40,1104,40,8064,40,1144,8104,4082,4162
122409,5742,1978,5742,1978,17622,1978,7720,19600,3515,3986
122436,52120,744,52120,744,52120,744,52864,52864,4642,4163
122454,45664,400,45664,400,45664,400,46064,46064,4160,4160
122506,47800,1250,47800,1250,47800,1250,49050,49050,2140,2140
122597,5742,1264,5742,1264,17622,1264,7006,18886,4250,3853
122612,51930,552,51930,552,51930,552,52482,52482,3800,3300
122649,.,.,.,.,.,.,.,.,.,.
122658,1288,0,1288,0,9072,0,1288,9072,4642,4163
122728,36000,1000,36000,1000,36000,1000,37000,37000,4642,4163
122746,1288,74,1288,74,9044,74,1362,9118,5508,11562
122755,5742,2110,5742,2110,17622,2110,7852,19732,3893,3763
122791,1362,72,1362,72,9006,88,1434,9094,5274,4698
122834,11558,100,11558,100,11558,100,11658,11658,4795,4347
122852,11558,100,11558,100,11558,100,11658,11658,4795,4347
122889,1380,86,1380,86,8140,86,1374,8326,3000,3000
122931,52998,0,52998,0,52998,0,52998,52998,4641,4164
122977,1104,44,1104,44,9000,44,1148,9044,4262,4262
123013,1282,42,1282,42,8128,42,1324,8170,5274,4698
123095,.,.,.,.,.,.,.,.,.,.
123165,56970,218,56970,218,56970,218,57188,57188,.,.
123217,1288,106,1288,106,8232,106,1394,8338,4200,4200
123280,12000,860,12000,860,12000,860,12860,12860,7900,4200
123299,1104,83,1104,83,7824,83,1187,7907,4163,4163
123341,1104,52,1104,52,7416,52,1156,7468,3096,3096
123448,.,.,.,.,.,.,.,.,.,.
123457,32700,930,32700,930,32700,930,33630,33630,5000,2000
123484,1444,52,1444,52,9844,52,1496,9896,4642,4136
123509,1380,84,1380,84,10800,84,1464,10164,4642,4163
123527,0,1328,0,1328,0,5500,1328,6500,5400,8120
123554,50460,200,50460,200,50460,200,50660,50660,4635,4158
123563,1104,59,1104,59,6960,79,1168,7044,4642,4642
123572,5742,2210,5742,2210,17622,2210,7952,19832,3302,3358
123633,.,.,.,.,.,.,.,.,.,.
123642,11954,1119,11954,1119,11954,1119,13073,13073,4642,4163
123651,35850,700,35850,700,35850,700,36550,36550,4650,4170
123800,1288,52,1288,52,7700,52,1340,7752,4635,4158
123916,.,.,.,.,.,.,.,.,.,.
123943,.,.,.,.,.,.,.,.,.,.
123952,46878,850,46878,850,46878,850,49278,49278,9150,5490
123961,59260,1015,59260,1015,59260,1015,60275,60275,2278,3628
123970,.,.,.,.,.,.,.,.,.,.
124113,1104,0,1104,0,6192,0,1104,6192,5274,4698
124283,.,.,.,.,.,.,.,.,.,.
124292,26000,0,26000,0,26000,0,26000,26000,4690,4210
124487,8964,725,8964,725,8964,725,9689,9689,2700,3096
125028,1340,54,1340,54,7344,54,1394,7398,5130,4698
125037,.,.,.,.,.,.,.,.,.,.
125091,1402,22,1402,22,9352,22,1424,9374,3996,3564
125170,1104,63,1104,63,7464,231,1167,7527,6736,6736
125231,10139,395,10139,395,10139,395,12180,12180,1321,4500
125462,1380,0,1380,0,10080,0,1380,10080,4642,4164
125471,1196,42,1196,42,8528,42,1238,8570,4642,4163
125499,1380,106,1380,106,8700,106,1486,8806,4722,4722
125718,.,.,.,.,.,.,.,.,.,.
125727,46980,1200,46980,1200,46980,1200,48180,48180,2300,2800
125763,48924,390,48924,390,48924,390,49514,49514,1500,1500
125897,41102,1494,41102,1494,41102,1494,42596,42596,4642,4163
126012,.,.,.,.,.,.,.,.,.,.
126049,.,.,.,.,.,.,.,.,.,.
126076,15000,700,15000,700,15000,700,15700,15700,3800,3800
126119,1104,24,1104,24,7464,24,1128,7488,4642,4163
126182,5856,3704,5856,3704,17592,3704,9560,21296,3105,2952
126207,1608,218,2544,218,10200,218,2762,10418,5409,5256
126289,3680,349,3680,349,15102,349,4027,15451,6039,5871
126359,12338,0,12338,0,12338,0,12338,12338,6255,6102
126562,7920,1481,7920,1481,24408,1481,9401,25889,6255,6255
126580,9208,1632,9208,1632,19572,1658,8580,20220,4660,4660
126605,14099,100,14099,100,14099,100,14199,14199,4242,4242
126614,10728,1738,10728,1738,34930,1738,12466,38284,2556,4617
126669,24160,970,24160,970,24160,970,34750,34750,886,886
126678,60390,474,60390,474,60390,474,60864,60864,2584,1354
126711,2040,300,4440,300,11184,300,4740,11484,1666,1666
126748,3680,460,3680,460,6136,460,4140,6596,6255,6102
126775,16650,2450,16650,2450,37350,2450,19100,39800,3065,2505
126818,9426,2388,9426,2388,28147,2388,11814,30535,1665,1665
126827,11934,639,11934,639,11934,639,12573,12573,1481,1473
126863,3680,260,3680,260,15102,260,3940,15362,6291,6138
126942,3680,1108,3680,1108,15102,1108,4788,16210,6291,6138
126979,.,.,.,.,.,.,.,.,.,.
127060,52596,1179,52596,1179,52596,1179,53775,53775,2976,2823
127185,7056,1840,7056,1840,17712,1840,8896,19552,3652,2712
127200,3680,352,3680,352,15102,352,4032,15454,6291,6138
127273,.,.,.,.,.,.,.,.,.,.
127389,3680,453,3680,453,6136,453,4133,6589,6291,6138
127556,7787,899,7787,899,21336,899,8686,22235,3110,2958
127565,7236,1457,7236,1457,22510,1457,8693,23967,6141,5988
127617,3680,170,3680,170,15102,170,3850,15272,6255,6102
127653,34400,200,34400,200,34400,200,34600,34600,5040,5040
127714,9120,1200,9120,1200,9120,1200,10320,10320,3375,3375
127732,4601,687,4601,687,6902,687,5288,7589,6255,5202
127741,7596,2466,7596,2466,19854,2466,10062,22320,3104,2950
127778,3680,420,3680,420,6136,420,4100,6556,5598,8813
127820,3680,287,3680,287,15102,287,3967,15389,6255,6102
127884,3680,840,3680,840,15102,840,4520,15942,6291,6138
127909,3680,699,3680,699,15102,699,4379,15801,6200,5600
127918,38208,350,38208,350,38208,350,38558,38558,4504,2950
127945,18555,2170,18555,2170,18555,2170,20725,20725,2760,2624
128106,6349,2242,6349,2242,12907,2242,8591,15149,5356,5206
128151,3480,1030,3480,1030,6900,1030,4510,7990,2484,2628
128258,3680,488,3680,488,6135,488,5299,8368,6291,6138
128328,.,.,.,.,.,.,.,.,.,.
128391,6816,3830,6816,3830,18600,3830,10646,22430,3105,3105
128498,34410,1000,34410,1000,34410,1000,35410,35410,7438,7438
128577,3984,572,3984,572,11952,1556,4556,13468,4124,4124
128586,9400,250,9400,250,9400,250,9650,9650,3800,5600
128744,32860,2900,32860,2900,32860,2900,35760,35760,10502,8282
128771,6162,5340,6162,5340,18436,6470,11502,24906,2256,2976
128780,7656,897,7656,897,10056,1110,8553,11166,4000,4000
128902,58660,365,58660,365,58660,365,59025,59025,2000,1000
129002,17590,0,17590,0,17590,0,17590,17590,4113,4113
129020,14406,3428,14406,3428,37074,3428,17834,40502,3032,2754
129154,19988,1000,19988,1000,19988,1000,20998,20998,10182,6824
129215,6162,6142,6162,6142,18436,7272,12304,25708,2548,3050
129242,50550,775,50550,775,50550,775,51325,51325,1730,2280
129367,3984,572,3984,572,11952,1556,4556,13508,5894,5894
129428,.,.,.,.,.,.,.,.,.,.
129491,.,.,.,.,.,.,.,.,.,.
129525,40490,3070,40490,3070,40490,3070,43560,43560,3469,3469
129534,8640,80,8640,80,8640,80,8720,8720,1680,1680
129543,3984,512,3984,512,11952,1496,4496,13448,2650,2650
129695,3984,532,3984,532,11952,1516,4516,13468,6270,6270
129729,3984,532,3984,532,11952,1516,4516,13468,4330,4330
129756,3984,492,3984,492,11952,1476,4476,13428,3998,2248
129774,32960,2112,32960,2112,32960,2112,35072,35072,2700,2050
129808,3984,572,3984,572,11952,1556,4556,13508,4000,4000
129941,40170,1484,40170,1484,40170,1484,41654,41654,2578,5774
130004,3984,562,3984,562,11952,1546,4546,13498,5400,3857
130040,3984,532,3984,532,11952,1516,4516,13468,3512,2802
130110,19200,470,19200,470,19200,470,19670,19670,1800,1800
130174,17590,0,17590,0,17590,0,17590,17590,4113,4113
130183,15258,200,15258,200,15258,200,16610,16610,4250,4250
130217,3984,522,3984,522,11952,1506,4506,13458,3380,3380
130226,48200,2560,48200,2560,48200,2560,50760,50760,2500,4700
130253,44080,270,44080,270,44080,270,44350,44350,3150,3150
130314,39636,2100,39636,2100,39636,2100,41736,41736,2251,2251
130396,3984,512,3984,512,11952,1496,4496,13448,4178,4178
130493,6162,5660,6162,5660,18436,6790,11802,25206,4408,4408
130590,56380,2670,56380,2670,56380,2670,59050,59050,1500,1500
130606,3984,572,3984,572,11952,1556,4556,13508,5404,4747
130624,.,.,.,.,.,.,.,.,.,.
130697,59086,330,59086,330,59086,330,59686,59686,.,.
130776,6162,5619,6162,5619,18436,6749,11781,25185,2250,2250
130794,57700,0,57700,0,57700,0,57700,57700,.,.
130837,6000,2200,6000,2200,6000,2200,.,.,.,.
130907,4575,370,4575,370,11438,370,4945,11808,3640,3640
130934,7038,1320,7038,1320,16960,1320,8358,18280,5888,5888
130943,12730,1930,12730,1930,34160,1930,14660,36090,1800,1800
130989,25500,0,25500,0,25500,0,25500,25500,2700,1800
131098,26934,350,26934,350,26934,350,27284,27284,2500,2500
131113,11430,50,11430,50,11430,50,11480,11480,1800,1800
131159,50542,819,50542,819,50542,819,51361,51361,1009,1709
131283,48600,816,48600,816,48600,816,49416,49416,3150,3150
131399,5292,860,5292,860,12144,860,6152,13004,5389,5389
131405,.,.,.,.,.,.,.,.,.,.
131450,16512,526,16512,526,16512,526,17038,17038,5600,5600
131469,55961,88,55961,88,55961,88,58640,58640,1525,1525
131496,57384,544,57384,544,57384,544,57928,57928,.,.
131520,26464,1976,26464,1976,26464,1976,28440,28440,.,.
131803,13320,195,13320,195,13320,195,13515,13515,1200,1200
131830,9900,0,9900,0,9900,0,9900,9900,8860,5917
131876,24700,410,24700,410,24700,410,25110,25110,2770,2770
131973,.,.,.,.,.,.,.,.,.,.
132408,11250,900,11250,900,11250,900,12150,12150,2000,2000
132471,30600,340,30600,340,30600,340,30940,30940,6634,3022
132602,13844,950,13844,950,13844,950,14794,14794,7200,3100
132657,37600,2250,37600,2250,37600,2250,39350,39350,8562,8674
132693,1892,604,1892,604,7573,2166,2496,9739,3446,3446
132709,1968,862,1968,862,1968,6984,2830,8952,15000,8150
132842,11628,816,11628,816,11628,816,12444,12444,9000,9000
132851,1987,723,1987,723,7947,2570,2710,10517,3684,3684
132879,16400,1230,16400,1230,16400,1230,17630,17630,4080,4080
132903,4478,1890,4478,1890,19810,2657,6368,22467,4970,4970
132976,2809,100,2809,100,11625,100,2909,11365,5157,5157
133021,2365,755,2365,755,8195,755,3120,8950,4348,4348
133386,3072,34,3072,34,11960,34,3106,11994,3124,2324
133465,16920,1080,16920,1080,16920,1080,17014,17014,6562,4593
133492,47044,660,47044,660,47044,660,47704,47704,3100,3030
133508,2436,965,2436,965,9750,3229,3401,12979,4635,4635
133526,14878,220,14878,220,14878,220,14878,14878,4276,4276
133553,36456,1508,36456,1508,36456,1508,37964,37964,4822,4822
133650,3152,2633,3152,2633,14524,3201,5785,17725,6444,6444
133669,2522,2357,2522,2357,14374,2950,4879,17324,7386,7368
133702,2095,562,2095,562,7947,1684,2878,9992,1450,1450
133711,19940,100,19940,100,19940,100,20040,20040,3800,3800
133809,17060,1000,17060,1000,17060,1000,18060,18060,3200,2200
133872,18900,900,18900,900,18900,900,19800,19800,6960,6960
133881,42346,900,42346,900,42346,900,43246,43246,3600,6420
133951,4721,1844,4721,1844,16529,2434,6565,18963,5840,8056
133960,2483,793,2483,793,9933,3229,3276,13162,4426,4426
133979,12576,3360,12576,3360,12576,3360,16176,16176,5000,5200
134079,38180,800,38180,800,38180,800,38980,38980,2864,2864
134097,4640,1877,4640,1877,19084,2599,5656,18786,5382,5382
134130,4477,1904,4477,1904,25694,2965,6381,28659,3570,3570
134237,21973,3847,21973,3847,21973,3847,25820,25820,6920,2500
134343,1750,620,1750,620,7064,1569,2370,8633,4008,4008
134422,10785,300,10785,300,10785,300,11085,11085,4851,3321
134495,1931,575,1931,575,7728,1383,2506,9111,4056,4128
134510,6098,950,6098,950,6098,950,7048,7048,2160,500
134608,2496,268,2496,268,9360,841,2764,10201,1020,1020
134811,19260,94,19260,94,19260,94,19354,19354,11617,11617
134945,39900,0,39900,0,39900,0,39900,39900,2330,3830
135081,19808,1200,19808,1200,19808,1200,21008,21008,8726,8808
135160,2369,731,2369,731,9473,2274,3100,11747,1996,1996
135188,3292,0,3292,0,13276,0,3292,13276,4652,2852
