,,1 = public,1 = yes,1 = yes,1 = yes,"If tution varies for out of state students 1 yes 0 = no,",Offer room,Offer board,,,,,,,,,,,1 = Secondary GPA required to be reported,1 = requiredCompletion of college-preparatory program when apply,Num_applicants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UNITID,TYPE,religious_affiliation,for_profit,StudyAbroad,TUITVARY,ROOM,BOARD,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 ,ADMCON1,ADMCON4,APPLCN,GRCOHRT,UGENTERN,RRFTCT,RET_PCF,STUFACR ,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT,STABBR,HLOFFER,SA09MOT,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC, F1A06 ,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
1450,232681,1,0,0,1,1,1,2,8678,4956,8678,4956,25104,4956,13845,30502,3259,3520,1,0,6018,750,1053,874,79,13,874,21,72,19695051,19,3679345,42,11375467,VA,7,17929307,1,1,1,1,1,1,0,1,1,"410,850,663.00",235463623,13052045,9058314,3795261,3800770,0,18481933,108803948
1451,232706,0,1,0,1,0,1,1,33200,850,33200,850,33200,850,34540,34540,5380,3180,1,0,3046,360,622,391,71,14,391,18,82,31131006,28,2911642,48,7699416,VA,9,9954381,1,1,1,1,1,1,0,1,1,"263,640,708.00",160363695,12274194,12060368,3075925,24475751,91958542,2543517,185756
1452,232937,1,0,0,1,1,1,1,5752,3870,5752,3870,16920,3870,9622,20790,4009,4009,1,0,6944,1043,1418,1197,68,16,1197,23,74,48314061,74,16813164,76,28867761,VA,9,14844173,1,1,1,1,1,1,0,1,1,"348,976,837.00",192118664,18436898,7463397,16711049,23228949,0,20224038,171071028
1453,232982,1,0,0,1,1,1,2,7029,3771,7029,3771,26664,4296,10800,30960,3000,3000,1,0,13651,3078,5151,3107,76,18,3107,16,60,92580302,38,34100218,54,72261946,VA,9,0,1,1,1,1,1,1,0,1,1,"994,008,512.00",549075899,55983753,22632373,34903291,30575698,0,40056247,581907537
1454,233277,1,0,0,1,1,1,1,7922,3494,7922,3494,19557,3941,11416,23498,3446,6466,1,0,14994,1329,1930,1639,75,14,1645,21,82,48375469,38,14495895,67,36135673,VA,9,33443997,1,1,1,1,1,1,0,1,1,"544,421,204.00",222317746,15741665,13208722,14653365,11894627,540000,20756624,234604916
1455,233295,0,1,0,1,0,1,1,42490,1450,42490,1450,42490,1450,43940,43940,1500,1500,1,1,2684,439,472,431,87,11,431,28,100,45321948,21,1376538,61,6194007,VA,5,8868596,1,1,1,1,1,1,0,1,1,"349,731,096.00",60492351,4474781,12344138,1388305,40951401,55766640,3835398,0
1456,233301,0,0,0,1,0,1,1,25000,610,25000,610,25000,610,25610,25610,.,.,1,0,1335,137,165,143,71,8,143,25,99,17189659,40,1097898,72,2775680,VA,7,4948525,1,1,1,1,1,1,0,1,1,"245,094,377.00",24112177,3149897,5601045,1106875,14669798,30882125,1348600,0
1457,233338,1,0,0,1,1,1,1,6000,2100,6000,2100,11790,2100,8100,13890,3000,3000,1,0,2074,463,531,433,55,27,433,18,31,5095348,21,2251704,21,2614397,VA,3,1912705,1,1,0,1,1,1,0,1,1,"53,045,152.00",36928672,403114,1963261,2399863,1344782,0,2045733,21525166
1458,233374,0,0,0,1,0,1,2,56860,0,56860,0,56860,0,56860,56860,1060,1060,1,0,12060,787,873,832,93,8,832,26,72,84768473,19,2850137,36,7236120,VA,9,30801562,1,1,1,1,1,1,0,1,1,"2,953,129,000.00",356666000,50933000,53724000,2924000,86344000,301507000,1818000,0
1459,233408,0,0,0,0,0,2,3,12820,100,12820,100,12820,100,17610,17610,3670,3670,1,0,0,,,5,0,11,5,2,47,520128,24,193680,76,1876875,VA,5,0,0,0,0,1,0,1,0,0,2,"2,061,122.00",25509076,267588,2623211,542314,0,7347298,0,0
1460,233426,0,1,0,1,0,1,1,45200,1670,45200,1670,45200,1670,47020,47020,2250,2250,1,0,5296,468,526,553,79,11,553,28,100,61158260,26,2327235,67,9042256,VA,5,11165245,1,1,1,1,1,1,0,1,1,"311,477,482.00",68601876,3335042,13476113,2328785,55252021,66211855,3475121,0
1461,233541,0,1,0,1,0,1,1,32510,1320,32510,1320,32510,1320,33900,33900,2600,3980,1,0,2646,519,644,503,82,10,503,25,97,31185031,23,2033784,67,9621361,VA,9,10520384,1,1,1,1,1,1,0,1,1,"263,006,503.00",116434627,13385303,14752855,2081034,26870330,103198514,4307227,0
1462,233611,0,0,0,1,0,1,2,17696,0,17696,0,17696,0,17696,17696,3500,3500,1,0,514,291,387,300,69,17,307,28,93,9258570,49,2702530,57,5019173,VA,5,0,1,1,1,1,1,1,0,1,1,"37,155,964.00",20107973,1395416,6725567,2850511,5312278,25145981,571286,0
1463,233718,0,0,0,1,0,1,2,21900,800,21900,800,21900,800,22700,22700,2850,2850,1,1,873,120,139,103,79,8,103,29,93,4890141,31,525090,58,1361321,VA,7,2239616,1,1,1,1,1,1,0,1,1,"139,185,882.00",18364345,1437071,3862554,683680,4335144,27965482,561920,0
1464,233897,1,0,0,1,1,1,2,5693,5143,5693,5143,23960,5838,10836,29798,2970,2970,1,1,1010,256,391,281,71,11,281,14,64,13157036,38,3301451,32,3484173,VA,5,7267694,1,1,1,1,1,1,0,1,1,"257,940,165.00",62245603,5920109,2701723,3302581,4989023,0,7774435,55590483
1465,233921,1,0,0,1,1,1,2,11420,2329,11420,2329,29960,2933,13749,32893,3350,3350,1,0,30771,6587,7937,7596,93,14,7641,26,57,139019248,14,19801601,37,68275122,VA,9,157402917,1,1,1,1,1,1,0,1,1,"2,889,356,507.00",1391275986,119293837,29410278,20233126,23451863,0,125936172,1750262932
1466,234030,1,0,0,1,1,1,2,12179,2531,12179,2531,32827,3221,14710,36048,5283,5283,1,0,17253,3707,5337,4372,83,18,4372,19,59,150804767,29,31679728,47,70708352,VA,9,75055091,1,1,1,1,1,1,0,1,1,"1,941,560,509.00",1186955127,126993313,24547241,32548855,37343432,8730,123835905,1177836732
1467,234076,1,0,0,1,1,1,1,15772,3123,15772,3123,49819,3808,18960,52843,2998,2568,0,1,40879,3785,4727,3920,97,15,3918,23,48,162994644,14,10620436,25,24821635,VA,9,165127753,1,1,1,1,1,1,1,1,1,"13,352,655,826.00",4321437150,239331557,66312177,11564634,14120138,0,149503692,4450838197
1468,234085,1,0,0,1,1,1,1,9562,9648,9562,9648,37572,9648,19210,47220,.,.,0,1,1543,463,497,447,80,11,447,26,85,17821175,15,1144089,65,6965499,VA,5,0,1,1,0,1,1,1,0,1,1,"451,567,613.00",91057419,8872423,8256608,1102822,4306006,0,7090368,125977177
1469,234155,1,0,0,1,1,1,1,5540,3614,5540,3614,16542,4367,9154,20909,1675,6507,1,0,9912,882,1040,1065,62,12,1065,26,91,35745352,71,13573615,78,23951452,VA,9,12317425,1,1,1,1,1,1,0,1,1,"379,564,249.00",181137462,8671381,6009535,13605617,9626215,0,12418902,147257738
1470,234164,0,1,0,1,0,1,1,10530,3000,10530,3000,10530,3000,13530,13530,5000,7500,1,0,6208,347,433,234,61,21,241,21,91,13398497,69,4087227,83,6734553,VA,9,0,1,1,1,1,1,1,0,1,1,"85,531,512.00",21894955,2720878,2932780,4223620,943869,38081166,1668781,0
1471,234173,0,1,0,1,0,1,1,36010,900,36010,900,36010,900,36910,36910,3220,3220,1,1,2195,321,423,343,64,12,344,25,91,31610133,37,2351812,67,6596445,VA,7,6980758,1,1,1,1,1,1,0,1,1,"159,824,749.00",41441122,2408770,9169954,2516072,23892442,42821155,2683795,0
1472,234207,0,0,0,1,0,1,2,56170,1115,56170,1115,56170,1115,57285,57285,.,.,0,1,4998,459,468,462,97,8,462,25,61,52290423,10,848345,19,2085917,VA,9,29773702,1,1,1,1,1,1,0,1,1,"2,101,752,000.00",275115000,21352000,14994000,848000,53318000,176077000,1047775,0
1473,234827,1,0,0,1,1,1,2,6475,1969,6475,1969,22551,1969,8444,24520,2922,2922,1,0,13263,1588,2948,1967,70,20,2090,19,66,60995679,34,17612256,48,34995848,WA,8,24602987,1,1,1,1,1,1,0,1,1,"637,254,255.00",288649421,16919917,17766988,18799869,21062488,0,41822185,282717771
1474,235024,0,0,0,1,0,1,2,32964,1236,32964,1236,32964,1236,34200,34200,2998,2998,1,0,587,96,138,132,59,8,132,22,98,7450859,29,864846,79,3369170,WA,5,2420000,0,1,0,1,1,1,0,1,2,"91,364,436.00",35067218,3248498,3819440,845591,3028710,25164583,801091,0
1475,235097,1,0,0,1,1,1,2,6707,1026,6707,1026,24676,1026,7733,25702,3468,3216,1,1,5618,1503,3469,1792,71,21,1792,17,66,65239543,36,17243453,66,28171358,WA,9,34180523,1,1,1,1,1,1,0,1,1,"572,443,030.00",225673322,21983536,23018154,17986774,22789194,0,34559264,244998817
1476,235167,1,0,0,1,1,1,1,7185,1140,7185,1140,27375,1140,8325,28515,3525,7185,1,1,1047,221,585,254,61,16,254,10,71,19870179,48,6026018,49,8819958,WA,7,8092818,1,1,1,1,1,1,0,1,1,"228,861,313.00",75621230,7460584,7637236,5396921,7582131,540853,8593224,100492359
1477,235316,0,1,0,1,0,1,1,46060,860,46060,860,46060,860,46920,46920,3735,3735,1,1,8409,1050,1189,1247,92,11,1247,24,98,118883266,12,2666767,42,13625556,WA,9,39271965,1,1,1,1,1,1,0,1,1,"909,835,000.00",308484000,28765000,58031000,2757000,114943000,237985000,3530000,0
1478,236133,0,1,0,1,0,1,1,33500,480,33500,480,33500,480,33980,33980,2600,3360,1,0,498,159,249,190,83,10,190,20,94,20434430,34,1456631,66,4264790,WA,9,3579463,1,1,1,1,1,1,0,1,1,"78,413,000.00",38111000,1775000,7566000,1456631,14850000,38339000,374335,0
1479,236230,0,1,0,1,0,1,2,45440,760,45440,760,45440,760,46850,46850,2880,3216,1,0,3306,587,743,596,80,12,596,22,96,75821836,32,4059041,52,14690954,WA,9,14001232,1,1,1,1,1,1,0,1,1,"250,119,000.00",89464000,5115000,10387000,4075224,64397831,92389000,0,0
1480,236328,0,0,0,1,0,1,2,52495,280,52495,280,52495,280,52775,52775,2406,2406,1,0,5202,383,424,615,76,9,615,27,99,64243923,18,1853274,47,6785066,WA,9,20731083,0,1,1,1,1,1,0,1,1,"681,644,000.00",122239000,9658000,18536000,1872000,57566000,115996000,0,0
1481,236452,0,1,0,1,0,1,1,39500,440,39500,440,39500,440,39940,39940,3000,3000,1,0,1704,288,501,335,76,12,335,24,83,30250073,37,2376033,53,4997541,WA,9,5163075,1,1,1,1,1,1,0,1,1,"97,253,318.00",42529371,4532348,9278816,2432282,23865649,42507779,3324364,0
1482,236577,0,1,0,1,0,1,1,46728,516,46728,516,46728,516,47244,47244,3783,3783,1,0,3923,651,865,634,77,13,634,23,95,74508323,32,4000564,58,10186195,WA,9,13411288,1,1,1,1,1,1,0,1,1,"367,597,000.00",125651000,7587000,20539000,4108000,65237000,106772000,0,0
1483,236595,0,1,0,1,0,1,2,47565,825,47565,825,47565,825,48390,48390,3600,3600,1,1,7914,798,1159,922,82,10,922,20,91,111891296,19,4144649,47,15195283,WA,9,45644192,1,1,0,1,1,1,0,1,1,"792,238,831.00",202290992,21777014,40199288,4046593,107682115,223796035,0,0
1484,236939,1,0,0,1,1,1,2,10202,1968,10202,1968,25145,1968,12170,27113,3542,3542,1,1,21198,4040,6832,4716,81,16,4716,18,69,187731187,29,35239178,39,65011952,WA,9,83922261,1,1,1,1,1,1,0,0,1,"2,854,207,134.00",1280709728,104199870,32742197,36141438,63822901,752702,151929389,1184315007
1485,236948,1,0,0,1,1,1,2,10629,1116,10629,1116,37998,1116,11745,39114,2787,3003,1,1,43778,6898,9437,6920,93,20,6920,22,48,221473442,20,31909373,22,38725060,WA,9,213179559,1,1,1,1,1,1,0,0,1,"13,139,064,367.00",7022113171,525499169,63097224,51718585,36911219,0,198768748,6444294019
1486,237011,1,0,0,1,1,1,1,7377,1131,7377,1131,24135,1131,8508,25266,3783,3492,1,0,10219,2428,3632,3078,79,18,3079,20,57,68728096,23,15550542,36,32499406,WA,9,54374460,1,1,1,1,1,1,0,1,1,"681,430,465.00",353914779,19749204,27924330,16150366,20067247,0,37847318,367269784
1487,237057,0,0,0,1,0,1,2,50000,408,50000,408,50000,408,50408,50408,800,800,0,0,4964,269,335,425,72,8,425,27,81,36681329,12,884220,41,3689473,WA,5,15635666,1,1,0,1,1,1,0,1,1,"862,054,876.00",126702065,12864567,15392214,962884,34744530,91450591,729310,0
1488,237066,0,1,0,1,0,1,1,45050,1200,45050,1200,45050,1200,46250,46250,3554,6767,1,0,3915,602,724,681,81,11,681,28,95,72640856,31,3661921,54,8652494,WA,8,10716951,1,1,1,1,1,1,0,1,1,"351,431,926.00",122651143,7474567,16345606,3614149,58273578,84343820,5881993,0
1489,237118,0,1,0,0,0,1,2,29000,220,29000,220,29000,220,29220,29220,3564,3636,1,0,2189,224,298,271,48,14,271,32,98,17071162,56,2180346,85,6835261,WV,7,2223788,1,1,1,1,0,1,0,1,1,"62,591,052.00",37426707,1280683,8434365,2180346,14079038,24138563,590962,0
1490,237136,0,1,0,1,0,1,1,13740,1796,13740,1796,13740,1796,15536,15536,2944,2728,1,0,119,36,98,28,82,7,37,16,67,1948978,41,411905,25,293958,WV,7,0,1,1,1,1,1,1,0,1,1,"11,841,435.00",6930154,344155,790383,448357,1317559,5183506,120831,0
1491,237181,0,1,0,1,0,1,1,28950,1890,28950,1890,28950,1890,30840,30840,2600,2600,1,1,1568,188,202,189,75,11,184,36,100,17062339,45,1170146,76,2757187,WV,7,2416543,0,1,1,1,1,1,0,1,1,"86,037,738.00",50657957,2407959,5799908,1092006,10562702,23922679,0,0
1492,237215,1,0,0,1,1,2,3,7488,96,7488,96,14352,96,7680,14544,4000,4000,1,0,792,199,372,82,60,14,194,16,78,6873963,54,3070139,50,4397990,WV,5,3617187,1,1,1,1,1,1,0,1,1,"18,880,557.00",7362042,1167149,1547234,3267307,1714697,0,5482931,20088237
1493,237312,0,0,0,1,0,1,1,23000,1200,23000,1200,23000,1200,32200,32200,2900,2500,1,0,2806,274,587,242,67,16,259,14,71,24696114,36,3126280,44,6072211,WV,9,2056330,1,1,1,1,1,1,0,1,1,"153,751,925.00",39650040,2998690,9527728,3416984,19830823,46777056,1843046,0
1494,237330,1,0,0,1,1,1,1,8050,335,8050,335,17702,335,8385,18037,2944,2944,1,0,1639,382,490,366,64,16,366,23,88,13904398,48,3598627,50,5512037,WV,8,4689171,1,1,1,1,1,1,0,1,1,"72,794,652.00",29064829,1356755,2837128,3651784,2762770,0,9257092,38342849
1495,237358,0,1,0,1,0,1,2,29280,680,29280,680,29280,680,29960,29960,3062,3850,1,1,992,160,240,202,69,12,213,27,96,17739334,48,1781766,70,3616482,WV,5,2084298,1,1,1,1,1,1,0,1,1,"85,047,985.00",4315844,892679,5001491,1860986,14265401,20998533,864677,0
1496,237367,1,0,0,1,1,1,1,5888,1850,5888,1850,14752,2062,7738,16814,2000,2500,1,0,2439,771,1260,742,69,15,750,21,76,20354113,39,6734652,52,11889866,WV,8,8448129,1,1,1,1,1,1,0,1,1,"170,718,315.00",85458798,4177520,5599905,6501518,6354799,0,15109032,60619948
1497,237525,1,0,0,1,1,1,2,7190,1322,7190,1322,18044,1322,8512,19366,3087,6037,1,0,6718,1701,3007,1752,77,18,1753,19,77,64550981,38,18751555,47,36124745,WV,9,32063223,1,1,1,1,1,1,0,1,1,"696,852,260.00",274279704,30795197,17701571,17047030,15545299,0,41949222,328695398
1498,237640,0,1,0,1,0,1,2,22400,150,22400,150,22400,150,22550,22550,2000,1800,1,0,289,56,95,66,56,9,66,22,97,4412998,60,478699,54,1204712,WV,7,794163,1,1,1,1,1,1,1,1,1,"16,319,716.00",23698963,527226,1758432,478699,1925764,16089460,162126,11950
1499,237792,1,0,0,1,1,1,1,5790,1994,5790,1994,15276,2948,7784,18224,3500,3500,1,0,1651,517,900,487,73,14,495,15,60,13709902,31,4564615,45,9166034,WV,9,8712475,1,1,1,1,1,1,0,1,1,"121,225,431.00",49408385,3996851,4229404,4655508,3602301,0,10959535,55404343
1500,237899,1,0,0,1,1,1,1,7912,525,7912,525,13600,525,8437,14125,3066,3066,1,0,3235,273,1550,269,60,12,269,7,36,11407522,21,3834451,25,8779517,WV,7,5090978,1,1,1,1,1,1,0,1,1,"84,587,344.00",50268309,1881924,2111745,4157958,2355420,0,8375369,49132271
1501,237932,1,0,0,1,1,1,2,8150,0,8150,0,16090,0,8150,16090,4669,4085,1,1,1857,412,693,464,73,11,449,21,69,13477426,37,3640161,54,10747660,WV,7,6457199,1,1,1,1,1,1,0,1,1,"89,229,456.00",31635343,2390786,2459408,3740241,3383202,0,6707608,45487579
1502,237969,0,1,0,1,0,1,1,31074,1178,31074,1178,31074,1178,32252,32252,3565,3565,1,0,2182,258,276,326,72,12,326,29,100,28132203,36,1984832,69,5248720,WV,9,3249247,1,1,1,1,1,1,0,1,1,"120,664,167.00",23445427,2390593,6404973,1867309,21971682,26655763,2357847,0
1503,238032,1,0,0,1,1,1,2,8976,0,8976,0,25320,0,8976,25320,3250,3250,1,1,17326,4479,5882,4940,82,21,4940,23,71,147291908,23,22940008,49,63916675,WV,9,80117811,1,1,1,1,1,1,0,1,1,"2,373,035,241.00",1196378987,49653156,39593346,28572826,547271,400,85146542,1136802991
1504,238078,0,1,0,1,0,1,1,29090,200,29090,200,29090,200,29290,29290,1200,3600,1,0,1057,188,290,75,100,12,78,15,70,8778609,34,866693,80,4256239,WV,9,0,1,1,1,1,1,1,0,1,1,"24,384,754.00",7369618,1186529,5394599,872877,7356344,23188132,0,0
1505,238193,0,1,0,1,0,1,2,29808,850,29808,850,29808,850,30658,30658,5935,5935,1,0,758,128,373,170,71,10,170,15,93,16761671,57,2772085,76,6148671,WI,9,0,1,1,1,1,1,1,0,1,1,"101,890,326.00",24292454,2931551,6516016,2890031,12936129,37717647,1911676,0
1506,238324,0,0,0,1,0,2,3,21050,635,21050,635,21050,635,21685,21685,3000,3600,1,0,70,37,231,28,82,14,28,5,71,3612479,14,262428,46,1954719,WI,9,1182064,1,1,0,1,1,1,0,1,2,"34,826,693.00",1966410,1101351,881752,267232,3046029,14309113,304949,0
1507,238333,0,0,0,1,0,1,2,52858,490,52858,490,52858,490,53348,53348,1376,1376,1,0,3140,186,254,259,90,10,259,23,92,37233639,27,1411759,52,3729122,WI,5,4760801,1,1,1,1,1,1,0,1,1,"197,195,962.00",17663913,4348565,8152370,1397447,35469256,42574974,157690,0
1508,238430,0,1,0,1,0,1,1,33070,700,33070,700,33070,700,33770,33770,5332,5332,1,0,736,77,344,138,70,9,138,11,67,15921933,33,1711449,52,5240086,WI,9,2440780,1,1,1,1,1,1,0,1,1,"44,442,025.00",12103151,4317058,4249763,1721143,13032827,30439330,897684,0
1509,238458,0,1,0,1,0,1,2,33200,810,33200,810,33200,810,34010,34010,5056,3902,1,0,4116,684,799,793,82,14,793,27,96,55831951,23,2815350,66,12857714,WI,9,8306126,1,1,1,1,1,1,0,1,1,"239,139,783.00",17898518,9848512,13785477,2815350,48656716,79365709,2359740,0
1510,238476,0,1,0,1,0,1,2,31500,0,31500,0,31500,0,31500,31500,2500,2500,1,0,7099,721,811,682,79,13,682,26,96,75852833,27,3214718,84,15108169,WI,7,11426980,1,1,1,1,1,1,0,1,1,"324,316,773.00",70862071,5734129,15147211,3302802,68356126,78259853,1503448,0
1511,238616,0,1,0,1,0,1,2,30890,292,30890,292,30890,292,31182,31182,3600,7040,1,0,3509,518,967,573,81,11,573,17,76,40663654,26,3316224,56,12118635,WI,9,0,1,1,1,1,1,1,0,1,1,"277,595,308.00",47288307,12077224,19314089,5567544,49894988,115857079,50519,0
1512,238661,0,1,0,1,0,1,2,31700,0,31700,0,31700,0,31700,31700,3310,3310,1,0,1295,286,445,236,78,12,236,17,85,19020935,27,1586210,60,5512600,WI,9,5697270,1,1,1,1,1,1,0,1,1,"146,238,295.00",22812811,8679818,5862497,1628693,14546139,48721385,1401481,0
1513,238980,0,1,0,1,0,1,1,29433,1344,29433,1344,29433,1344,30777,30777,5830,3948,1,0,823,186,882,208,61,15,208,12,68,15576184,42,2635705,77,10562742,WI,8,1821025,1,1,1,1,1,1,0,1,1,"71,391,329.00",20598672,3734217,7302695,2668470,11640543,39462182,818810,0
1514,239017,0,0,0,1,0,1,2,50658,300,50658,300,50658,300,50958,50958,3945,2400,0,0,3028,372,403,381,87,8,381,27,98,46288461,24,1613497,52,4385689,WI,5,12383673,1,1,1,1,1,1,0,1,1,"497,906,171.00",64712899,4755958,13084566,1634531,40951488,70763904,503597,0
1515,239071,0,1,0,1,0,1,1,16400,1250,16400,1250,16400,1250,17650,17650,2940,2940,1,0,282,123,229,104,83,12,125,16,64,3845396,34,1157850,32,1508284,WI,9,1418060,1,1,1,1,1,1,0,1,1,"22,432,196.00",8547713,1463327,1726306,1215424,1619086,15842543,232979,0
1516,239080,0,1,0,1,0,1,1,28100,460,28100,460,28100,460,28560,28560,4100,3100,1,0,1596,252,379,323,71,12,324,24,94,20590046,40,2360249,85,7701249,WI,8,2853088,1,1,1,1,1,1,0,1,1,"58,958,886.00",22451960,3835733,7248503,2534468,16323532,30641668,1493126,0
1517,239105,0,1,0,1,1,1,1,44970,696,44970,696,44970,696,45666,45666,4840,4860,1,1,15324,1647,1913,1974,88,13,1974,23,95,185258689,19,7595477,44,24205813,WI,9,54066914,1,1,1,1,1,1,0,1,1,"1,675,810,000.00",532360000,55140000,72415000,7762000,184362000,441415000,3597000,33000
1518,239309,0,0,0,1,0,1,2,38050,1510,38050,1510,38050,1510,39560,39560,1720,1720,1,0,1448,292,328,284,70,11,275,32,100,19252788,43,1744898,82,5076723,WI,5,2587042,1,1,0,1,1,1,0,1,2,"19,436,412.00",7765325,3666904,2714228,1786612,16310430,17688008,949550,0
1519,239318,0,0,0,1,0,1,2,41820,1755,41820,1755,41820,1755,43575,43575,5452,2887,1,0,4059,573,708,581,80,14,581,23,96,64444584,24,2597386,69,11672657,WI,7,10473855,1,1,0,1,1,1,0,1,1,"361,504,239.00",33462022,3610784,10697518,2639506,62442213,77659579,2336702,0
1520,239390,0,1,0,1,0,1,1,31450,670,31450,670,31450,670,32790,32790,6432,6342,1,0,1296,139,202,125,72,10,125,19,91,12544288,59,1888730,75,3380242,WI,9,2838619,1,1,1,1,1,1,0,1,1,"71,562,119.00",15310571,1594610,4012132,1927915,7178381,25280290,1263835,0
1521,239512,0,1,0,1,0,1,2,37078,1518,37078,1518,37078,1518,38596,38596,2650,2650,1,1,1706,149,188,164,66,10,164,27,93,15208139,37,1062996,70,2783391,WI,5,3465770,1,1,1,1,1,1,0,1,1,"51,359,279.00",4854183,613300,3921351,1041991,13912604,19969191,944464,0
1522,239628,0,0,0,1,0,1,1,46823,300,46823,300,46823,300,47123,47123,1600,1600,0,0,2614,241,263,221,76,14,221,28,98,28660186,35,1221330,67,3894237,WI,5,3495598,1,1,1,1,1,1,0,1,1,"161,939,593.00",48373173,1081124,5927158,1248611,21768520,29237653,1112926,0
1523,239716,0,1,0,1,0,1,2,40070,815,40070,815,40070,815,40885,40885,1400,2272,1,0,3358,458,485,536,82,13,538,27,96,42272927,18,1538166,62,7927109,WI,7,9922022,1,1,1,1,1,1,0,1,1,"336,117,917.00",42157234,5134134,10495392,1580803,35717821,72806187,2023598,0
1524,240107,0,1,0,1,0,1,1,28660,690,28660,690,28660,690,29350,29350,2500,2000,1,0,1325,301,485,283,77,12,283,16,89,23742313,27,1953034,64,8336161,WI,9,5733810,1,1,1,1,1,1,0,0,1,"123,802,123.00",12717313,2830105,8827639,1948137,17262337,44786638,1291235,0
1525,240189,1,0,0,1,1,1,2,6519,1216,6519,1216,15391,1216,7735,16607,3150,3150,1,0,6046,2010,2948,1795,79,20,2064,19,44,26385674,26,12249432,52,35248000,WI,9,34238930,1,1,1,1,1,1,0,1,1,"325,660,923.00",152384164,27373206,31960070,12812617,1859527,0,18167885,200121191
1526,240268,1,0,0,1,1,1,2,7361,1509,7361,1509,15636,1509,8870,17145,3366,2630,1,1,6202,2239,2840,2317,82,21,2422,23,49,26804070,22,9890413,49,30314598,WI,9,31375878,1,1,1,1,1,1,0,0,1,"335,462,729.00",162626438,21901788,29070197,10202036,961718,0,12886896,195458038
1527,240277,1,0,0,1,1,1,2,6298,1575,6298,1575,14516,1575,7873,16091,3770,2862,1,1,3292,1152,3423,971,74,22,1275,15,44,22183176,26,9146062,37,19126556,WI,9,14948947,1,1,1,1,1,1,0,1,1,"149,750,437.00",30448975,14784746,19886153,9906421,934947,0,11851005,111502204
1528,240329,1,0,0,1,1,1,2,7585,1575,7585,1575,16404,1575,9160,17979,2028,2028,1,1,6214,2115,2606,2201,86,19,2201,23,42,19926023,19,7427246,50,28324053,WI,9,31297955,1,1,1,1,1,1,0,0,1,"437,251,610.00",149690836,20141218,26028686,7622162,1245771,0,9768162,172803482
1529,240338,0,1,0,1,0,1,2,31310,444,31310,444,31310,444,31754,31754,6826,3632,1,0,981,281,316,213,77,12,213,21,91,17660936,28,1091796,76,4791198,WI,7,3689079,1,1,1,1,1,1,0,1,1,"112,906,279.00",54691906,2271463,6201807,1061022,14161029,30914896,922078,0
1530,240365,1,0,0,1,1,1,2,6422,1295,6422,1295,13995,1295,7717,15290,2700,2700,1,1,6340,1753,7250,1611,72,23,2063,14,31,24883724,19,11153266,34,29095031,WI,9,26160312,1,1,1,1,1,1,0,1,1,"313,963,257.00",146749346,20347682,26194407,11600702,1560298,0,12525342,184499672
1531,240374,1,0,0,1,1,1,2,6298,1146,6298,1146,14568,1146,7444,15714,4114,3770,1,1,2048,514,1007,623,72,18,623,16,53,12781683,38,6685763,49,11561126,WI,7,10335603,1,1,1,1,1,1,0,1,1,"118,849,766.00",49990993,11309678,14525977,7282607,1128123,0,6132805,77753513
1532,240392,0,0,0,0,0,2,3,13320,880,13320,880,13320,880,14200,14200,6318,8775,0,0,445,90,290,12,75,17,45,3,91,8785872,81,5457583,98,13216288,WI,8,0,1,1,0,1,1,1,0,1,2,"17,352,314.00",4809708,2926759,21128878,6706728,4531669,44135840,724292,0
1533,240417,1,0,0,1,1,1,2,7014,2474,7014,2474,14981,2474,9488,17455,3310,3310,1,1,3393,1293,1757,1478,73,18,1478,20,45,17387861,26,7945292,56,24856911,WI,9,21274181,1,1,1,1,1,1,0,1,1,"245,963,048.00",117531100,19113898,21430165,8025748,942967,0,10741148,162300756
1534,240426,1,0,0,1,1,1,2,6535,1605,6535,1605,14108,1605,8140,15713,3753,5638,1,1,1067,269,638,325,65,16,325,14,61,6520602,34,3210634,54,8282212,WI,7,6627545,1,1,1,1,1,1,0,1,1,"120,594,307.00",39948103,5980245,10983119,3599506,220123,0,4236547,58011532
1535,240444,1,0,0,1,1,1,2,9273,1469,9273,1469,37161,1469,10742,38630,3066,3066,1,1,45915,7256,8982,7534,95,16,7534,23,42,158792681,14,21371299,27,53372624,WI,9,233901285,1,1,1,1,1,1,0,1,1,"5,142,372,954.00",1670871060,257281028,150122744,21998843,6346025,0,164401227,3486207211
1536,240453,1,0,0,1,1,1,2,8091,1163,8091,1163,19956,1163,9254,21119,3484,3484,1,0,10738,3112,5091,3113,75,18,3657,17,54,75112135,32,29682350,50,66327838,WI,9,76303860,1,1,1,1,1,1,0,1,1,"643,650,163.00",215496692,65795163,71190719,31362972,6850525,0,37839394,577984698
